Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
Hotel Duminy Vendome,"A classic hotel in Paris' 1st arrondissement, featuring comfortable rooms, a breakfast room, and a prime location near Place Vendôme, Opéra Garnier, and luxury shopping.",https://www.hoteldum,France,"3 Rue du Mont Thabor, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Maison Albar Hotel Paris Champs Elys es ex Mac Mahon ,"A luxurious hotel in Paris' 17th arrondissement, offering elegant rooms, a spa, a restaurant, and a prime location near Champs-Élysées, Arc de Triomphe, and upscale boutiques.",https://www.maison-albar-hotels-le-diamond.com/,France,"3 Avenue Mac Mahon, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Holiday Inn London Mayfair,"A modern hotel in London's Mayfair district, offering comfortable rooms, a fitness center, and a central location near Hyde Park, Buckingham Palace, and luxury shopping.",https://www.ihg.com/holidayinn/hotels/gb/en/london/lonmf/hoteldetail,UK,"3 Berkeley St, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Recamier,"A boutique hotel in Paris' Saint-Germain-des-Prés, known for its elegant rooms, a cozy lounge, and a central location near Luxembourg Gardens, artistic attractions, and fashionable boutiques.",https://www.hotelrecamier.com/,France,"3 Bis Place Saint-Sulpice, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
TRYP Paris Op ra,"A contemporary hotel in Paris' Opéra district, featuring comfortable rooms, a fitness center, and a convenient location near Opéra Garnier, Galeries Lafayette, and cultural landmarks.",https://www.wyndhamhotels.com/tryp/paris-france/tryp-paris-opera/overview,France,"3 Boulevard Montmartre, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Royal Saint Michel,"A budget-friendly hotel in Paris' Latin Quarter, offering comfortable rooms, a breakfast room, and a central location near Notre-Dame Cathedral, Saint-Germain-des-Prés, and lively cafes.",https://www.hotelroyalsaintmichel.com/,France,"3 Boulevard Saint-Michel, Paris",3,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Paddington Court Executive Rooms,"A modern hotel in London's Paddington, featuring comfortable rooms, a fitness center, and a convenient location near Hyde Park, Paddington Station, and Oxford Street.",https://www.paddingtoncourtrooms.co.uk/,UK,"3 Devonshire Terrace, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Novotel London Paddington,"A contemporary hotel in London's Paddington, offering comfortable rooms, a fitness center, and a convenient location near Hyde Park, Paddington Station, and shopping districts.",https://all.accor.com/hotel/6455/index.en.shtml,UK,"3 Kingdom St, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hyatt Regency Paris Etoile,"A luxury hotel in Paris' 17th arrondissement, located at Porte Maillot, offering stylish rooms, a rooftop terrace, a fitness center, and a prime location near Palais des Congrès, Champs-Élysées, and business districts.",https://www.hyatt.com/en-US/hotel/france/hyatt-regency-paris-etoile/parhr,France,"3 Place du Général Koenig, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Relais Saint Jacques,"A cozy hotel in Paris' Latin Quarter, known for its comfortable rooms, a garden courtyard, and a central location near Luxembourg Gardens, Panthéon, and lively bistros.",https://www.relais-saint-jacques.com/,France,"3 Rue Abbé de l'Épée, Paris",3,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Cambon,"A boutique hotel in Paris' 1st arrondissement, offering elegant rooms, a breakfast room, and a prime location near Place Vendôme, Opéra Garnier, and luxury shopping.",https://www.hotelcambon.com/,France,"3 Rue Cambon, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Mercure Paris Montmartre Sacr Coeur,"A contemporary hotel in Paris' Montmartre, offering comfortable rooms, a fitness center, and a central location near Sacré-Coeur Basilica, artistic attractions, and lively nightlife.",https://all.accor.com/hotel/2895/index.en.shtml,France,"3 Rue Caulaincourt, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Relais Christine,"A luxury hotel in Paris' Saint-Germain-des-Prés, known for its elegant rooms, a courtyard garden, and a central location near Luxembourg Gardens, art galleries, and upscale boutiques.",https://www.relais-christine.com/,France,"3 Rue Christine, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Les Matins de Paris Spa,"A boutique hotel in Paris' Grands Boulevards district, featuring stylish rooms, a spa, and a central location near Opéra Garnier, Grands Boulevards, and shopping destinations.",https://www.lesmatinsdeparis.com/,France,"3 Rue Clauzel, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Square,"A boutique hotel in Paris' 16th arrondissement, offering elegant rooms, a garden terrace, and a central location near Trocadéro, Eiffel Tower, and upscale shopping.",https://www.hotel-square.com/,France,"3 Rue de Boulainvilliers, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Bourgogne Montana by MH,"A charming hotel in Paris' 7th arrondissement, featuring comfortable rooms, a cozy lounge, and a central location near Invalides, Musée d'Orsay, and the Eiffel Tower.",https://www.bourgogne-montana.com/,France,"3 Rue de Bourgogne, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
The Westin Paris Vend me,"A luxurious hotel located in the heart of Paris, offering elegant rooms, a fitness center, and a prime location near Place Vendôme, Tuileries Gardens, and prestigious shopping areas.",https://www.marriott.com/hotels/travel/parwi-the-westin-paris-vendome/,France,"3 Rue de Castiglione, Paris",4,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Montalembert,"A boutique hotel in Paris' Saint-Germain-des-Prés, known for its stylish rooms, a cozy bar, and a central location near art galleries, luxury boutiques, and iconic landmarks.",https://www.hotelmontalembert-paris.com/,France,"3 Rue de Montalembert, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Mathis Elys es,"A charming hotel in Paris' Champs-Élysées, featuring comfortable rooms, a bar, and a convenient location near the Arc de Triomphe, luxury shopping, and cultural attractions.",https://www.hotelmathis.com/,France,"3 Rue de Ponthieu, Paris",4,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Le Saint Hotel Paris,"A boutique hotel in Paris' Saint-Germain-des-Prés, offering elegant rooms, a courtyard garden, and a central location near Luxembourg Gardens, art galleries, and lively cafes.",https://www.lesainthotelparis.com/,France,"3 Rue du Pré aux Clercs, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Hotel Le Squara,"A trendy boutique hotel in Paris' Montmartre, known for its stylish rooms, a cocktail bar, and a central location near Sacré-Coeur Basilica, Moulin Rouge, and vibrant nightlife.",https://www.hotelsquara.com/,France,"3 Rue Lepic, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
L Hotel Pergol se Paris,"A boutique hotel in Paris' 16th arrondissement, featuring comfortable rooms, a garden terrace, and a convenient location near Palais des Congrès, Champs-Élysées, and upscale shopping.",https://www.hotel-pergolese.com/,France,"3 Rue Pergolèse, Paris",4,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No
Hotel Mayfair Paris,"A classic hotel in Paris' 1st arrondissement, offering comfortable rooms, a breakfast room, and a prime location near Louvre Museum, Palais Royal, and luxury shopping.",https://www.hotelmayfairparis.com/,France,"3 Rue Rouget de Lisle, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Best Western Plus de Neuville Arc de Triomphe,"A modern hotel in Paris' 17th arrondissement, featuring comfortable rooms, a breakfast room, and a convenient location near Arc de Triomphe, Champs-Élysées, and business districts.",https://www.hotel-neuvilleparis.com/,France,"3 Rue Verniquet, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
South Place Hotel,"A stylish boutique hotel in London's City district, offering contemporary rooms, rooftop bars, and a central location near Liverpool Street Station, vibrant nightlife, and cultural attractions.",https://www.southplacehotel.com/,UK,"3 South Pl, London",5,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
The Royal Park Hotel,"A boutique hotel in London's Paddington, featuring comfortable rooms, a lounge, and a convenient location near Hyde Park, Kensington Gardens, and Notting Hill.",https://www.theroyalpark.com/,UK,"3 Westbourne Terrace, London",4,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
Holiday Inn Paris Op ra Grands Boulevards,"A modern hotel in Paris' 9th arrondissement, offering comfortable rooms, a fitness center, and a central location near Opéra Garnier, Grands Boulevards, and shopping destinations.",https://www.ihg.com/holidayinn/hotels/gb/en/paris/parhb/hoteldetail,France,"30-32 Boulevard Poissonnière, Paris",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Henley House Hotel,"A charming hotel in London's South Kensington, offering cozy rooms, a garden terrace, and a central location near Kensington Gardens, museums, and stylish boutiques.",https://www.henleyhousehotel.com/,UK,"30 Barkston Gardens, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Holiday Inn London Camden Lock,"A contemporary hotel in London's Camden Town, featuring comfortable rooms, a restaurant, and a convenient location near Camden Lock Market, Regent's Canal, and live music venues.",https://www.ihg.com/holidayinn/hotels/gb/en/london/lonld/hoteldetail,UK,"30 Jamestown Rd, London",4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
DoubleTree by Hilton London Westminster,"A modern hotel in London's Westminster, offering comfortable rooms, a fitness center, and a central location near Westminster Abbey, Houses of Parliament, and major attractions.",https://www.hilton.com/en/hotels/lonwddi-doubletree-london-westminster/,UK,"30 John Islip St, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Blakemore Hyde Park,"A stylish hotel near London's Hyde Park, featuring comfortable rooms, a restaurant, and a convenient location near Notting Hill, Oxford Street, and Kensington Gardens.",https://www.blakemorehydepark.co.uk/,UK,"30 Leinster Gardens, London",4,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
Hyatt Regency London The Churchill,"A luxury hotel in London's Marylebone, offering elegant rooms, a spa, a fitness center, and a prime location near Hyde Park, Oxford Street, and major cultural institutions.",https://www.hyatt.com/en-US/hotel/england-united-kingdom/hyatt-regency-london-the-churchill/longc,UK,"30 Portman Square, London",5,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Rathbone,"A boutique hotel in London's Fitzrovia, known for its comfortable rooms, a stylish lounge, and a central location near Oxford Street, Covent Garden, and West End theaters.",https://www.rathbonehotel.co.uk/,UK,"30 Rathbone St, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Le Belmont Champs Elys es,"A luxury hotel in Paris' 8th arrondissement, offering elegant rooms, a spa, a restaurant, and a prime location near Champs-Élysées, Arc de Triomphe, and prestigious boutiques.",https://www.lebelmontparis.com/,France,"30 Rue de Bassano, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Duret,"A boutique hotel in Paris' 16th arrondissement, featuring comfortable rooms, a breakfast room, and a convenient location near Trocadéro, Eiffel Tower, and upscale shopping.",https://www.hotelduret.com/,France,"30 Rue Duret, Paris",4,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
Hotel Elysees Mermoz,"A classic hotel in Paris' 8th arrondissement, offering elegant rooms, a cozy lounge, and a prime location near Champs-Élysées, luxury shopping, and cultural attractions.",https://www.hotel-elyseesmermoz.com/,France,"30 Rue Jean Mermoz, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Majestic Hotel Spa,"A luxury hotel in Paris' 16th arrondissement, known for its stylish rooms, a spa, a rooftop terrace with panoramic views, and a central location near Trocadéro, Eiffel Tower, and upscale shopping.",https://www.majestic-hotel.com/,France,"30 Rue La Pérouse, Paris",5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
BoB Hotel by Elegancia,"A trendy boutique hotel in Paris' 14th arrondissement, offering stylish rooms, a cocktail bar, and a central location near Montparnasse Tower, artistic attractions, and lively cafes.",https://www.bobhotelparis.com/,France,"30 Rue Pernety, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
Comfort Inn Suites Kings Cross St Pancras,"A modern hotel near London's King's Cross and St Pancras International stations, featuring comfortable rooms, a breakfast room, and a convenient location near major transport links and attractions.",https://www.comfortinnkingscross.co.uk/,UK,"31-33 Argyle St, London",3,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
The Queens Gate Hotel,"A charming hotel in London's South Kensington, offering comfortable rooms, a breakfast room, and a central location near Kensington Gardens, museums, and upscale shopping.",https://www.queensgatehotel.co.uk/,UK,"31-34 Queen's Gate, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Grange Langham Court Hotel,"A classic hotel in London's West End, featuring comfortable rooms, a restaurant, and a convenient location near Oxford Street, Regent's Park, and cultural venues.",https://www.grangehotels.com/hotels-london/grange-langham-court/,UK,"31-35 Langham St, London",4,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Radisson Blu Edwardian Hampshire,"A luxury hotel in London's Leicester Square, known for its elegant rooms, a restaurant, and a prime location near theaters, entertainment venues, and major attractions.",https://www.radissonhotels.com/en-us/hotels/radisson-b,UK,"31-36 Leicester Square, London",4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Four Seasons Hotel George V Paris,"A legendary luxury hotel in Paris' 8th arrondissement, offering opulent rooms, Michelin-starred restaurants, a spa, and a prestigious location near Champs-Élysées and luxury boutiques.",https://www.fourseasons.com/paris/,France,"31 Avenue George V, Paris",5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
The Marble Arch London,"A stylish hotel near London's Marble Arch, featuring comfortable rooms, a restaurant, and a convenient location near Hyde Park, Oxford Street, and major attractions.",https://www.marblearchlondon.co.uk/,UK,"31 Great Cumberland Pl, London",5,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Hotel Fabric,"A boutique hotel in Paris' Oberkampf district, known for its industrial-chic design, comfortable rooms, and a central location near vibrant nightlife, art galleries, and trendy boutiques.",https://www.hotelfabric.com/,France,"31 Rue de la Folie Méricourt, Paris",4,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes
Hotel du Minist re,"A design hotel in Paris' 8th arrondissement, featuring stylish rooms, a breakfast room, and a prime location near Place de la Concorde, Champs-Élysées, and prestigious attractions.",https://www.hotelduministere.com/,France,"31 Rue de Surene, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
Shangri La Hotel at The Shard London,"An iconic luxury hotel located in London's tallest building, offering breathtaking views, luxurious rooms, a spa, and fine dining options.",https://www.shangri-la.com/london/shangrila/,UK,"31 St Thomas St, London",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Hotel Les Bulles De Paris,"A boutique hotel in Paris' Latin Quarter, known for its Champagne-themed decor, stylish rooms, and a prime location near Notre-Dame Cathedral, Luxembourg Gardens, and lively cafes.",https://www.lesbullesdeparis.com/,France,"32 Rue des Écoles, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
Acad mie Hotel Saint Germain,"A charming hotel in Paris' Saint-Germain-des-Prés, offering elegant rooms, a breakfast room, and a central location near cultural attractions, art galleries, and fashionable boutiques.",https://www.academiehotel.com/,France,"32 Rue des Saints-Pères, Paris",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Plaza Tour Eiffel,"A contemporary hotel in Paris' 16th arrondissement, featuring comfortable rooms, a rooftop terrace with views of the Eiffel Tower, and a convenient location near Trocadéro and major attractions.",https://www.plaza-tour-eiffel.com/,France,"32 Rue Greuze, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Park Grand London Kensington,"A modern hotel in London's Kensington, offering comfortable rooms, a fitness center, and a convenient location near Kensington Gardens, museums, and upscale shopping.",https://www.parkgrandkensington.co.uk/,UK,"33-37 Hogarth Rd, London",4,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Rocco Forte Brown s Hotel,"A legendary luxury hotel in London's Mayfair, known for its elegant rooms, a spa, a restaurant, and a prestigious location near Hyde Park, designer boutiques, and major cultural institutions.",https://www.roccofortehotels.com/hotels-and-resorts/browns-hotel/,UK,"33 Albemarle St, London",5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
Royal Hotel Champs Elys es,"A classic hotel in Paris' 8th arrondissement, featuring comfortable rooms, a bar, and a prime location near Champs-Élysées, luxury shopping, and major attractions.",https://www.royalhotelchampselysees.com/,France,"33 Avenue de Friedland, Paris",4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Best Western Allegro Nation,"A modern hotel in Paris' 12th arrondissement, offering comfortable rooms, a breakfast room, and a convenient location near Bercy Village, business districts, and transportation links.",https://www.allegro-nation.com/,France,"33 Avenue du Docteur Arnold Netter, Paris",4,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Prince de Galles a Luxury Collection hotel Paris,"A luxury hotel in Paris' 8th arrondissement, offering luxurious rooms, a Michelin-starred restaurant, a bar, and a prestigious location near Champs-Élysées, luxury boutiques, and major attractions.",https://www.marriott.com/hotels/travel/parlc-prince-de-galles-a-luxury-collection-hotel-paris/,France,"33 Avenue George V, Paris",5,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
The Beaufort,"A boutique hotel in London's Knightsbridge, featuring elegant rooms, a cozy lounge, and a central location near Harrods, Hyde Park, and cultural attractions.",https://www.thebeaufort.co.uk/,UK,"33 Beaufort Gardens, London",4,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Hotel La Parizienne by Elegancia,"A stylish boutique hotel in Paris' 6th arrondissement, known for its chic rooms, a cocktail bar, and a central location near Luxembourg Gardens, Montparnasse, and trendy boutiques.",https://www.paris-hotel-parizienne.com/,France,"33 Rue de Saint-Pétersbourg, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Madeleine Plaza,"A boutique hotel in Paris' 8th arrondissement, featuring comfortable rooms, a breakfast room, and a prime location near Place de la Madeleine, luxury shopping, and major attractions.",https://www.madeleineplazahotel.com/,France,"33 Rue de Surène, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Blakes Hotel,"A luxurious boutique hotel in London's Kensington, known for its opulent rooms, a restaurant, a bar, and a stylish design inspired by different cultures.",https://www.blakeshotels.com/,UK,"33 Roland Gardens, London",5,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
Castille Paris Starhotels Collezione,"A charming hotel in Paris' 1st arrondissement, offering elegant rooms, a courtyard garden, and a prime location near Place Vendôme, Louvre Museum, and luxury shopping.",https://www.starhotelscollezione.com/,France,"33 Rue Cambon, Paris",5,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
Hotel D Aubusson,"A historic boutique hotel in Paris' Saint-Germain-des-Prés, known for its elegant rooms, a jazz bar, and a central location near Notre-Dame Cathedral, Luxembourg Gardens, and art galleries.",https://www.hoteldaubusson.com/,France,"33 Rue Dauphine, Paris",5,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Hotel Oscar,"A contemporary hotel in London's Kensington, featuring comfortable rooms, a restaurant, and a convenient location near Kensington Gardens, museums, and upscale shopping.",https://www.hoteloscar-paris.com/,UK,"33-35 Craven Hill Gardens, London",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Best Western Bretagne Montparnasse,"A modern hotel in Paris' Montparnasse district, offering comfortable rooms, a breakfast room, and a central location near Montparnasse Tower, theaters, and lively cafes.",https://www.bestwestern-bretagnemontparnasse.com/,France,"33 Rue Raymond Losserand, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
The Westbridge Hotel,"A boutique hotel in London's Stratford, offering stylish rooms, a restaurant, and a central location near Olympic Park, Westfield Stratford City, and transportation links.",https://www.thewestbridge.com/,UK,"335-337 High St, London",4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
Courthouse Hotel Shoreditch,"A trendy hotel in London's Shoreditch neighborhood, featuring stylish rooms, a rooftop bar, and a central location near trendy boutiques, art galleries, and vibrant nightlife.",https://www.shoreditch.courthouse-hotel.com/,UK,"335-337 Old St, London",5,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
ME London by Melia,"A contemporary luxury hotel in London's Covent Garden, offering stylish rooms, a rooftop bar with panoramic views, a spa, and a prime location near theaters, shopping, and cultural attractions.",https://www.melia.com/en/hotels/united-kingdom/london/me-london/index.htm,UK,"336-337 The Strand, London",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Grange Clarendon Hotel,"A classic hotel in London's Bloomsbury, featuring comfortable rooms, a restaurant, and a convenient location near British Museum, Covent Garden, and West End theaters.",https://www.grangehotels.com/hotels-london/grange-clarendon/,UK,"34-37 Bedford Pl, London",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Hotel Indigo London Kensington,"A boutique hotel in London's Kensington, known for its stylish rooms, a rooftop bar, and a prime location near Kensington Gardens, museums, and upscale shopping.",https://www.ihg.com/hotelindigo/hotels/gb/en/london/lonuk/hoteldetail,UK,"34-44 Barkston Gardens, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Novotel Paris 17,"A modern hotel in Paris' 17th arrondissement, offering comfortable rooms, a fitness center, and a convenient location near Palais des Congrès, business districts, and transportation links.",https://all.accor.com/hotel/4985/index.en.shtml,France,"34 Avenue Porte d'Asnières, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Rafayel Hotel Spa,"A contemporary hotel and spa in London's Battersea, featuring eco-friendly rooms, a riverside restaurant, and wellness facilities.",https://www.hotelrafayel.com/,UK,"34 Lombard Rd, London",5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Norfolk Towers Paddington,"A comfortable hotel near London's Paddington Station, offering cozy rooms, a breakfast room, and a convenient location near Hyde Park, Oxford Street, and major attractions.",https://www.norfolktowerspaddington.co.uk/,UK,"34 Norfolk Pl, London",3,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
Artus Hotel by MH,"A boutique hotel in Paris' Saint-Germain-des-Prés, known for its stylish rooms, a breakfast room, and a central location near Luxembourg Gardens, art galleries, and trendy boutiques.",https://www.artushotel.com/,France,"34 Rue de Buci, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Best Western Premier Kapital Op ra,"A modern hotel in Paris' 2nd arrondissement, offering comfortable rooms, a breakfast room, and a convenient location near Opéra Garnier, shopping districts, and cultural attractions.","https://www.bestwestern.fr/en/hotel-Paris-9eme,Best-Western-Premier-Kapital-Opera,93499",France,"34 Rue Pierre Fontaine, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Timhotel Op ra Blanche Fontaine,"A charming hotel in Paris' 9th arrondissement, featuring comfortable rooms, a breakfast room, and a central location near Opéra Garnier, Montmartre, and major shopping areas.",https://www.timhotel.com/en/timhotel-opera-blanche-fontaine-2569,France,"34 Rue Pierre Fontaine, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
Hotel Amastan Paris,"A boutique hotel in Paris' 8th arrondissement, known for its stylish rooms, a courtyard garden, and a prime location near Champs-Élysées, luxury boutiques, and cultural attractions.",https://www.amastanhotels.com/,France,"34 Rue Jean Mermoz, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
Hotel Gustave,"A charming hotel in Paris' 15th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Eiffel Tower, Champ de Mars, and cultural attractions.",https://www.hotelgustave.com/,France,"34 Rue Viala, Paris",4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
Best Western Maitrise Hotel Edgware Road,"A modern hotel in London's Edgware Road, featuring comfortable rooms, a breakfast room, and a convenient location near Paddington Station, Hyde Park, and major attractions.",https://www.maitrisehotels.com/hotels/edgware-road/,UK,"35-37 Sussex Gardens, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Georgian House Hotel,"A charming boutique hotel in London's Victoria, offering comfortable rooms, a breakfast room, and a central location near Victoria Station, Buckingham Palace, and major attractions.",https://www.georgianhousehotel.co.uk/,UK,"35-39 St George's Dr, London",4,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
Best Western Tour Eiffel Invalides,"A modern hotel in Paris' 7th arrondissement, featuring comfortable rooms, a breakfast room, and a convenient location near Eiffel Tower, Invalides, and shopping districts.",https://www.hotelbwparis.com/,France,"37 Boulevard de la Tour-Maubourg, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
The Chesterfield Mayfair,"A luxury hotel in London's Mayfair, known for its elegant rooms, a cozy bar, and a prime location near Bond Street, Royal Parks, and cultural attractions.",https://www.chesterfieldmayfair.com/,UK,"35 Charles St, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
My Chelsea,"A stylish boutique hotel in London's Chelsea, offering contemporary rooms, a bar, and a central location near King's Road, Chelsea Flower Show, and trendy boutiques.",https://www.myhotels.com/my-chelsea,UK,"35 Ixworth Pl, London",4,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
Eiffel Trocad ro,"A boutique hotel in Paris' 16th arrondissement, known for its elegant rooms, a rooftop terrace with views of the Eiffel Tower, and a prime location near Trocadéro, Champs-Élysées, and major attractions.",https://www.eiffel-trocadero.com/,France,"35 Rue Benjamin Franklin, Paris",4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Hotel Saint Petersbourg Opera,"A classic hotel in Paris' 2nd arrondissement, featuring comfortable rooms, a breakfast room, and a prime location near Opéra Garnier, Palais Royal, and shopping destinations.",https://www.hotelsaintpetersbourg.com/,France,"33-35 Rue Caumartin, Paris",4,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
